Date,Open
21/08/2017,5091.310059
22/08/2017,5112.129883
23/08/2017,5125.029785
24/08/2017,5127.709961
25/08/2017,5121.479980
28/08/2017,5076.470215
29/08/2017,5035.379883
30/08/2017,5063.240234
31/08/2017,5083.120117
01/09/2017,5117.189941
04/09/2017,5088.279785
05/09/2017,5107.189941
06/09/2017,5054.319824
07/09/2017,5118.839844
08/09/2017,5099.310059
11/09/2017,5145.779785
12/09/2017,5192.750000
13/09/2017,5205.209961
14/09/2017,5205.180176
15/09/2017,5220.890137
18/09/2017,5231.990234
19/09/2017,5223.290039
20/09/2017,5230.509766
21/09/2017,5259.020020
22/09/2017,5277.390137
25/09/2017,5267.990234
26/09/2017,5263.950195
27/09/2017,5281.299805
28/09/2017,5286.049805
29/09/2017,5297.419922
02/10/2017,5332.919922
03/10/2017,5362.750000
04/10/2017,5369.240234
05/10/2017,5355.910156
06/10/2017,5378.069824
09/10/2017,5364.810059
10/10/2017,5364.160156
11/10/2017,5367.379883
12/10/2017,5358.419922
13/10/2017,5362.729980
16/10/2017,5362.529785
17/10/2017,5372.649902
18/10/2017,5368.089844
19/10/2017,5371.000000
20/10/2017,5389.479980
23/10/2017,5377.450195
24/10/2017,5377.859863
25/10/2017,5399.609863
26/10/2017,5383.439941
27/10/2017,5470.339844
30/10/2017,5488.330078
31/10/2017,5492.629883
01/11/2017,5524.379883
02/11/2017,5510.959961
03/11/2017,5513.470215
06/11/2017,5507.069824
07/11/2017,5521.750000
08/11/2017,5487.529785
09/11/2017,5470.180176
10/11/2017,5405.549805
13/11/2017,5382.649902
14/11/2017,5345.299805
15/11/2017,5301.140137
16/11/2017,5325.410156
17/11/2017,5335.850098
20/11/2017,5311.279785
21/11/2017,5335.839844
22/11/2017,5364.609863
23/11/2017,5339.759766
24/11/2017,5374.399902
27/11/2017,5378.959961
28/11/2017,5366.379883
29/11/2017,5416.490234
30/11/2017,5402.660156
01/12/2017,5374.129883
04/12/2017,5363.290039
05/12/2017,5382.229980
06/12/2017,5333.319824
07/12/2017,5374.569824
08/12/2017,5411.910156
11/12/2017,5411.709961
12/12/2017,5394.930176
13/12/2017,5415.319824
14/12/2017,5392.000000
15/12/2017,5340.339844
18/12/2017,5386.399902
19/12/2017,5409.649902
20/12/2017,5377.919922
21/12/2017,5332.390137
22/12/2017,5371.000000
27/12/2017,5359.819824
28/12/2017,5367.700195
29/12/2017,5336.149902
02/01/2018,5318.740234
03/01/2018,5295.310059
04/01/2018,5360.009766
05/01/2018,5424.160156
08/01/2018,5483.470215
09/01/2018,5491.910156
10/01/2018,5518.319824
11/01/2018,5514.089844
12/01/2018,5502.629883
15/01/2018,5515.549805
16/01/2018,5513.700195
17/01/2018,5496.259766
18/01/2018,5511.299805
19/01/2018,5493.990234
22/01/2018,5520.209961
23/01/2018,5563.560059
24/01/2018,5532.850098
25/01/2018,5493.810059
26/01/2018,5496.830078
29/01/2018,5534.140137
30/01/2018,5493.930176
31/01/2018,5483.509766
01/02/2018,5510.589844
02/02/2018,5433.839844
05/02/2018,5322.939941
06/02/2018,5104.279785
07/02/2018,5208.109863
08/02/2018,5229.779785
09/02/2018,5133.459961
12/02/2018,5130.399902
13/02/2018,5136.089844
14/02/2018,5137.569824
15/02/2018,5211.709961
16/02/2018,5249.419922
19/02/2018,5295.330078
20/02/2018,5257.430176
21/02/2018,5278.479980
22/02/2018,5272.430176
23/02/2018,5312.299805
26/02/2018,5343.569824
27/02/2018,5358.569824
28/02/2018,5321.500000
01/03/2018,5304.810059
02/03/2018,5223.140137
05/03/2018,5116.390137
06/03/2018,5203.109863
07/03/2018,5151.689941
08/03/2018,5189.140137
09/03/2018,5243.089844
12/03/2018,5298.220215
13/03/2018,5284.839844
14/03/2018,5237.750000
15/03/2018,5252.220215
16/03/2018,5259.359863
19/03/2018,5263.390137
20/03/2018,5232.120117
21/03/2018,5252.779785
22/03/2018,5205.169922
23/03/2018,5115.819824
26/03/2018,5106.339844
27/03/2018,5141.399902
28/03/2018,5073.419922
29/03/2018,5152.029785
03/04/2018,5144.629883
04/04/2018,5155.470215
05/04/2018,5216.680176
06/04/2018,5256.250000
09/04/2018,5271.000000
10/04/2018,5299.580078
11/04/2018,5301.439941
12/04/2018,5280.660156
13/04/2018,5318.129883
16/04/2018,5322.410156
17/04/2018,5325.629883
18/04/2018,5360.450195
19/04/2018,5389.819824
20/04/2018,5395.129883
23/04/2018,5404.720215
24/04/2018,5428.180176
25/04/2018,5414.149902
26/04/2018,5416.750000
27/04/2018,5454.250000
30/04/2018,5477.439941
02/05/2018,5511.459961
03/05/2018,5515.359863
04/05/2018,5495.709961
07/05/2018,5511.939941
08/05/2018,5523.910156
09/05/2018,5520.649902
10/05/2018,5532.370117
11/05/2018,5533.410156
14/05/2018,5539.049805
15/05/2018,5529.390137
16/05/2018,5546.390137
17/05/2018,5570.390137
18/05/2018,5610.140137
21/05/2018,5626.700195
22/05/2018,5637.939941
23/05/2018,5626.020020
24/05/2018,5576.649902
25/05/2018,5570.729980
28/05/2018,5565.660156
29/05/2018,5466.479980
30/05/2018,5420.149902
31/05/2018,5440.950195
01/06/2018,5440.419922
04/06/2018,5497.740234
05/06/2018,5464.879883
06/06/2018,5470.580078
